title	year
「音楽を利用したアルゴリズムの理解」の実践 (2008)	2008
障害者職業能力開発校における情報教育の取り組み (2008)	2008
ラーニングユニットを活用した教育改善方法の提案 (2008)	2008
遠隔教育によるK12プログラミング教育プロジェクトの運営・評価 (2008)	2008
大学における情報技術に関する能力認定試験の分析－古典的テスト理論による分析と項目反応理論の適用可能性－ (2008)	2008
学生による「パソコン先生」ボランティア-情報教育支援活動へ参加した大学生の意識調査- (2008)	2008
短期大学におけるGoogleを用いた情報検索演習 (2008)	2008
Javaプログラミング単位認定型e-Learning授業に関する一考察 (2008)	2008
情報デザイン分野における教育手法の事例研究 (2008)	2008
学生が作成した問題の出題パターンによる類似度算出手法の提案と評価 (2008)	2008
栄養教育・指導技法の改善 (2008)	2008
Project-Based Learning Applied by Expert Role Model: Squeak eToys Game Programming Course for Novices (2008)	2008
プログラミング教育への導入のための情報システム概念に基づくアンプラグドワークショップ (2008)	2008
PISA・DeSeCo型能力の獲得を目指した、「情報科」の教授方法に関する提案 (2009)	2009
An Effective Learning Mode in Mobile Learning (2009)	2009
デジタルペンの野外学習への応用 (2009)	2009
プログラミングのスキル階層に関する研究 (2009)	2009
高等学校における「情報」と新入生の情報能力 (2009)	2009
情報系学生を対象としたオブジェクト指向までのプログラミング入門教育の実践と課題 (2009)	2009
学生による「パソコン先生」ボランティアⅡ -授業づくりプロジェクトの試み- (2009)	2009
AO入試を活用した受験生の情報学に関する素質と特性の分析についての研究 (2009)	2009
外国人留学生を対象とした日本語字幕付き講義コンテンツの開発と開発したコンテンツによる遠隔講義の有効性 (2009)	2009
A Study of Logical Operation in Programming Education Based on Elementary Student's Scratch Programming Tasks (2009)	2009
e-Learning型講義における学習データの解析およびドロップアウト早期発見チェックシートの提案 (2009)	2009
中国での情報教育支援の工夫 (2009)	2009
大学における情報サーバシステム評価実験の実践と効果 (2009)	2009
PBLは教育にどのようなインパクトがあるのか (2009)	2009
Relationship of the Type of Cyber Class Management to Factors Affecting Learner Satisfaction (2009)	2009
インタラクティブなウェブ上での数式表示 (2009)	2009
大学院の学生を対象とした小規模なプロジェクト型学習 (2009)	2009
モチベーションの向上を目指したプログラミング入門教育 (2009)	2009
2つの「情報科教育法」教科書の制作体験から (2009)	2009
高校情報科における「モラル」と「情報倫理」の学習項目・順序と理解度 (2009)	2009
PukiWiki用ドロープログラムのプラグインの試作と教育への応用 (2009)	2009
情報共通科目のPBLを活用した研究入門期教育－社会人基礎力から研究過程の体験へ－ (2009)	2009
オープンソースソフトウェアを活用した実践的情報技術教育の試み (2009)	2009
Global PBL Feasibility Studyの実践と得られた知見 (2009)	2009
学習者の多様性に配慮した協同学習の試み―グループ・ディスカッションとプロジェクト演習による情報リテラシー教育― (2009)	2009
ドリトルによる飛行船組込みシステムのチーム開発を指向した総合的な学習 (2009)	2009
CSアンプラグドの学習法とそのユニバーサル化 (2009)	2009
教員の負担軽減を考慮した中学生対象CG作成支援システムの開発 (2009)	2009
ICTを利用した論述支援システムの設計とその学習効果 (2009)	2009
PDFドキュメント添削ツールGABAとそれを用いたオンラインレポート提出・添削環境 (2009)	2009
表計算ソフトのマクロ処理を利用した簡便な学習システム構築の検討 (2009)	2009
回路の製作を取り入れた計測・制御学習用基板の開発 (2010)	2010
eポートフォリオを活用した授業における 多段階の振り返りの学習効果の考察 (2010)	2010
e-Learning型講義における成績と学習データから考えられるドロップアウト兆候者早期発見手法の提案と検証 (2010)	2010
Rを使った情報教育 (2010)	2010
文系大学における一般情報教育 (2010)	2010
SSH校における情報セキュリティを重視した無線LAN教育の実践 (2010)	2010
アンプラグドを活用した公開鍵暗号学習プログラムの情報科教育への適用 (2010)	2010
高等学校産業科における3学年同時のドリトルによるプログラミング実習 (2010)	2010
セキュリティの指導を視野に入れた「ネットワークのしくみとプロトコル」における体験的な学習について (2010)	2010
小中高校の情報モラル教育はどのような問題・状況に対処しなければならないか (2010)	2010
大学イベントでのCSアンプラグドの利用 (2010)	2010
ICTを基盤とした高度専門職教育 (2010)	2010
インターフェーストンネリングによるシステムプログラミング学習 (2010)	2010
OSSを題材に用いた実践的情報技術教育の実施と評価 (2010)	2010
理工系情報学科の授業内容分布のシラバスによる調査（中間報告） (2010)	2010
PBLでの教育目標再考 (2010)	2010
Wiimote Positioning System （WPS）の開発と応用領域ならびに機能拡張 (2010)	2010
小学生親子セミナーいんざい科学体験・工作教室「じょうほうは　おもしろいぞー」 (2010)	2010
情報Bにおけるプログラミング実践の報告 (2010)	2010
ボール式マウスを用いた自律型ロボット用位置センサの開発の試み (2010)	2010
「情報」を中心に据える情報教育 (2010)	2010
CSアンプラグドを目指した 公開鍵暗号の授業 (2010)	2010
プロジェクト活動のための ラーニング・デザインの概念から評価まで (2010)	2010
くらしの技術 ～Living Technology の展開～ (2010)	2010
初学者を対象とした自習中心のプログラミング教育の教材開発と評価 (2010)	2010
日本語プログラミングを用いた 教育軽減による開発プロジェクトの効率化 (2010)	2010
タイピング学習手法の提案と検証 (2011)	2011
小中高連携を意識した知財教育の実践（１） (2011)	2011
FPGA評価ボードを使ったインターフェースの実験演習 (2011)	2011
地域の知識ベース充実へ向けた「ご当地検定」用作問支援システムの研究 (2011)	2011
企業連携による直観的なWebアプリケーション開発教育の実践 (2011)	2011
カリキュラム標準 J07-CS と CC2001 CS の比較に関する報告 (2011)	2011
デジタル教科書に関する大学生の意識調査と結果 (2011)	2011
農作物の成長過程と農作業のモニタリングシステムの構築 (2011)	2011
高等教育における新しい情報リテラシー (2011)	2011
CSアンプラグドを日本の小学校で行うための学習目標の学習指導要領へのマッピングの試み (2011)	2011
大震災で見えてきた情報教育の課題 (2011)	2011
マルチマウスクイズを活用した小学校の授業における評価 (2011)	2011
作問演習において理解度向上を支援する作問手順の検討 (2011)	2011
中学校におけるアルゴリズム教育のためのカリキュラム作成と授業実践 (2011)	2011
プログラミング入門教育におけるモチベーションと成績の関係 (2011)	2011
「情報Ｂ」におけるアルゴリズムの学習について (2011)	2011
PBLによる情報戦略教育の考慮点 (2011)	2011
問題の出題パターンに着目した難易度推定法に関する提案 (2011)	2011
フィジカル・アセスメントスキル習得における学習者支援へのモデリング導入の提案 (2011)	2011
日本・韓国・中国大陸・台湾の言語・文化を踏まえたコンピュータサイエンスアンプラグドの翻案・発展の検討 (2011)	2011
初等プログラミングから設計レベルまでを対象としたオブジェクト指向教育のための支援システムの提案 (2011)	2011
プログラミングをはじめて学ぶための スクリプト言語の開発と教育実践 (2011)	2011
オブジェクト指向言語におけるクラス定義の意味とオブジェクトの振舞いを理解するためのワークベンチ (2011)	2011
初学者におけるオブジェクト指向プログラミングの難しさの分析と教授の工夫 (2012)	2012
計測学習を取り入れた制御教材の改良 (2012)	2012
出題された問題に対する「面白い」「役立つ」という感じ方とユーザ属性の関連分析 (2012)	2012
ASPEN:自動データ収集機能を備えたWeb ベースプログラミング学習システム (2012)	2012
ウェブメディアリテラシー教育の提言－機能不全状態にあるウェブサイトのデザインについての批判的検討－ (2012)	2012
児童を対象とした農業体験学習支援システムの開発と評価 (2012)	2012
Web上の収集情報を利用した人間関係の可視化による 生徒指導支援システムについての研究 (2012)	2012
計算機演習室でのプログラミング授業における座席の属性と成績の関係 (2012)	2012
表情アニメーション付きプログラミング教育支援システムの開発とアンケート調査による評価 (2012)	2012
PCから独立して計測値の確認が行えるLCD搭載計測・制御基板の開発 (2012)	2012
初学者によるプログラムトレーシングにおける誤答に関する分析 (2012)	2012
タイピングにおける動作特性の解析 (2012)	2012
幼児の言語獲得に寄与するディジタル絵本の試作 (2012)	2012
ユーザ参加型学習コミュニティシステムにおける知識発信支援機能の提案 (2012)	2012
複数の大学と企業を遠隔システムで結んだ産学連携講義 (2012)	2012
コンピテンシーに基づくカリキュラムに対応したeポートフォリオシステムの開発　- 学習成果物の自動収集と学習者によるリフレクションへの対応 - (2012)	2012
高等学校における情報教育の理解度に関する研究 ―授業支援テンプレート構築に向けて― (2012)	2012
情報系高校におけるセンサを利用したプログラミング教育の実践と評価 (2012)	2012
プログラミング初学者におけるコンパイルエラー修正時間とその増減速度の分析 (2012)	2012
初中等情報教育の現状をふまえた大学における一般情報教育の課題 (2012)	2012
大学における一般情報教育の事前調査 (2012)	2012
一般情報教育委員会の活動と今後の展開 (2012)	2012
アカデミッククラウド構想 (2012)	2012
Moodle グレードブックデータに基づき学習進捗表示サイトを随時更新するプラグインの開発 (2012)	2012
大阪大学における新入生の普通教科「情報」に関する調査報告 (2012)	2012
視聴者中心のプレゼンテーションを可能にするスライド共有システムに関する研究 (2012)	2012
インターネットの副作用に対処する情報教育はどうあるべきか－思考様式と人間関係への影響を考える－ (2012)	2012
IT分野で仕事をする人のために教育すべきこと (2012)	2012
対話力を備えた科学者養成プログラムのための動画編集・視聴ツール (2012)	2012
大学生の情報環境と基礎情報能力調査 (2012)	2012
クラウド環境における次世代教育学習用端末サービスの検討 (2012)	2012
KINECTセンサーを用いた人体動作分析システムの開発 (2012)	2012
制御教材を共有するプログラミング学習環境 (2012)	2012
大学における「情報倫理」の授業への「ジレンマ」の導入 (2012)	2012
公教育における情報教育の教育目的に関する検討　ケイパビリティの開発と情報教育の役割 (2012)	2012
情報教育研究における統計的方法の利用 (2012)	2012
放射思考を用いた習熟度判定による授業改善システムの提案 (2012)	2012
eポートフォリオを活用したキャリア教育の実践に関する考察 (2012)	2012
多肢選択形式問題における誤答選択肢設定手法の検討 (2012)	2012
なぜプログラミングは難しいのか? 繰り返しの理解構造と C の教科書分析からのアプローチ (2012)	2012
16自由度人型ロボットの転倒による破損を防ぐシステムの開発 (2012)	2012
オブジェクト指向モデリング学習のためのクラス図-インスタンス図間の矛盾指摘システムの提案と評価 (2012)	2012
Programming Process Visualizer：プログラミングプロセス学習を可能にするプロセス観察ツールの提案 (2012)	2012
記述式問題の誤回答を用いた誤答選択肢自動生成システムの開発 (2013)	2013
Kinectを利用したプログラミング入力方式の検討 (2013)	2013
複数の大学と企業を遠隔システムで結び実施した産学連携によるプロジェクトマネジメント講義の評価 (2013)	2013
「ネ申Excel」問題 (2013)	2013
高等学校情報科における問題解決学習の指導法について　～品質管理手法・改善活動手法の可能性についての考察 (2013)	2013
ITプロフェッショナルの思いとビジネス期待とのギャップ (2013)	2013
2者間におけるコミュニケーションデータを利用した会話支援システムの試作 (2013)	2013
リメディアル教育のための e ラーニングシステムの開発に向けたコンテンツ提供形式の比較検討 (2013)	2013
対面授業とWeb習熟度別テストを併用した 学習支援システムの提案 －学習意欲の維持・向上を目的とした－ (2013)	2013
電子試験サーバを利用した大学1年生向け情報系数学教育の実践 (2013)	2013
児童・生徒に関する気づきの収集・共有・活用支援システムの提案 (2013)	2013
LMSとしてのGoogle Apps利用の試み (2013)	2013
数学リメディアル教育における重点指導学生抽出手法の提案と評価 (2013)	2013
Webカメラと人感センサを活用した農作業画像自動記録システムの運用 (2013)	2013
動的モデルとしての振舞いモデリングに際する初学者の誤り分析 - プログラミング未習群と既習群とによる比較 - (2013)	2013
大学生のモバイル環境とクラウドサービス利用 (2013)	2013
グループ学習における個人視点映像を用いた注目行動の自動認識に関する基礎調査 (2013)	2013
大学におけるeラーニング導入教育についての考察 (2013)	2013
大学院学生指導用eポートフォリオシステムの開発 -テンプレートからはじめるeポートフォリオ- (2013)	2013
LDAを用いた類似項目検索のための前処理法 (2013)	2013
効果的なオブジェクト指向モデリング教育のための実行可能モデリング言語の比較評価 (2013)	2013
京都大学におけるポートフォリオ情報環境戦略の開発と実装 (2013)	2013
ネットワーク分析ツールの使用体験による協調学習のメタ認知スキル獲得を目指した授業の設計 (2013)	2013
初学者向けデバッガDENOの設計とアルゴリズム構築能力育成授業への適用効果 (2013)	2013
デジタルペン筆記情報に基づく筆記の丁寧度の抽出 (2013)	2013
高校教科「情報」におけるデータベース授業のための学習支援ツールの提案と普及促進への取り組み (2013)	2013
学習ログ情報を用いたゴール指向に基づくWeb教材コンテンツ評価モデル (2013)	2013
秋田県における教科「情報」履修状況の変遷について―教科書採用データと個別調査を中心としてー (2013)	2013
DTN技術に基づいた情報通信ネットワークの仕組みを学ぶ自律型ロボット教材の開発 (2013)	2013
情報系学科のカリキュラムの比較 (2013)	2013
Java言語演習科目における対戦型ゲーム課題の設計と実践 (2013)	2013
Processing Web IDE を用いたプログラミング基礎教育の試み (2013)	2013
Processingによる高校生を対象としたプログラミング入門体験 (2013)	2013
eポートフォリオ学習における社会ネットワーク分析を用いたピア・アセスメントのためのファシリテーション方法の提案 (2013)	2013
対話型回路作成による電流・電圧・抵抗の関係学習システムの提案 (2013)	2013
児童・生徒の保護者及び社会人を対象とする情報リテラシー・情報倫理地域社会教育の実行可能性調査とその実践の試み  (2014)	2014
オープンソースによるクリッカーシステムの提案と試作 (2014)	2014
ハッキング競技 CTF を取り入れた情報セキュリティ教育の導入イベントの実践報告 (2014)	2014
識字教育としてのプログラミング (2014)	2014
数式自動採点システム STACK の行列問題における解答入力方法改善の取り組み (2014)	2014
MathML とTEXに対応した数式表示可能な教育用コミュニケーションシステムの試作 (2014)	2014
デザイン研究アプローチを用いた情報リテラシー科目開発のパイロットスタディ (2014)	2014
フィールド調査による情報の整理支援システムの提案 (2014)	2014
教職実践演習における ICT 教材作成演習の実践報告 (2014)	2014
クラウド時代における教育学習支援環境の現状と課題 (2014)	2014
高度 IT 専門職大学院の教育目標を保証するカリキュラムの設計 (2014)	2014
情報系大学生に対する自発的成長を促すキャリア教育のためのワークショップデザインの検討 (2014)	2014
「コンピュータサイエンスフィールドガイド」CSアンプラグドを活用した情報科学学習サイト (2014)	2014
四国における大学連携ｅラーニング事業の紹介 (2014)	2014
「大学情報入試全国模擬試験」の実施と評価 (2014)	2014
コンピュータサイエンス教育とゲーム開発:20 年の展開と展望 (2014)	2014
実システム開発 PBL の実践事例 (2014)	2014
ドリトル言語におけるLeap Motion 対応と教育的利用の可能性 (2014)	2014
プログラミング教育現場で利用可能な軽量オブジェクトレイアウト言語「DAST」の設計と評価 (2014)	2014
プログラミング学習のための可視化対話環境 (2014)	2014
データベース設計に特化した実習支援教材の設計と試作 (2014)	2014
簡易モーションキャプチャを取り入れた技能学習の提案 (2014)	2014
他者への伝達を観点としたフローチャート指導方法の提案 (2014)	2014
Compile Error Collection Viewer: 修正履歴分析によるコンパイルエラー学習支援システム (2014)	2014
マトリックス型テキスト編集モデルによる編集操作ログの実際と分析方針 (2014)	2014
電子教科書で利用可能な分野判定検索の提案 (2014)	2014
穴埋め問題を用いたプログラミング教育支援ツール pgtracer の運用実験 (2014)	2014
Processing上で古典的なコンソール対話型プログラミングから高度なグラフィックスプログラミングまで学習可能なフレームワーク Crowbar+Tomahawk の紹介  (2014)	2014
テキストマイニングを用いたエンジニアリングデザイン教育の振り返りの分析 (2014)	2014
AR を利用した CS アンプラグド教材の提案 (2014)	2014
無線送受信機器を用いた計測・制御教材の開発 (2014)	2014
学ぶ楽しさや成就感のある学習指導～デジタル教科書等を活用した指導方法の改善・充実～ (2014)	2014
独立同期モデルによる初学者向け協調プログラミング支援システムの開発 (2014)	2014
コンピューティングを基盤とした情報教育の再規定 (2014)	2014
クラウドコンテツの利用と学生反応 クラウドコンテツの利用と学生反応 クラウドコンテツの利用と学生反応―日経パソコン Edu － (2014)	2014
義務教育段階における設計重視型プログラミング教育の提案 (2014)	2014
Processing による高校生を対象としたプログラミング入門体験 2 (2014)	2014
問題の自動生成に活用する知識ベースの自動構築手法の提案 (2014)	2014
BlockEditor Hinoki:ビジュアル-Java相互変換技術を利用したオブジェクト指向プログラミング教育の提案 (2014)	2014
学習者特性に応じた適応型作問学習支援システムの設計・開発と教育現場での実践的利用 (2014)	2014
中学理科を対象とした実物体指向仮想化学実験システムの実装 (2014)	2014
PC内蔵カメラを用いた学習態度把握方式の検討 (2015)	2015
グループ学習における貢献度推定手法の提案 (2015)	2015
チャットを利用したグループワークの実践 (2015)	2015
クラウドをキーワードとした情報リテラシー教育の実践 (2015)	2015
適応型作問学習支援システムによる学習効果の分析 (2015)	2015
LMSへの出席情報記録および連続欠席者提示を行う出席管理アプリ (2015)	2015
カリキュラムフレームワークを用いたコンピュータサイエンス教育へのゲームデザイン授業の導入 (2015)	2015
携帯端末用ルーブリック評価ツールにおける教員機能の開発 (2015)	2015
未来の情報倫理教育 (2015)	2015
高等学校における遠隔利用可能なLMS環境の構築とその運用 (2015)	2015
大学のソーシャルネットワーキングサービス（ＳＮＳ）利用ガイドラインの教育学的考察 (2015)	2015
産学連携・就職支援を考慮したeポートフォリオの試作 (2015)	2015
オブジェクト指向言語における主要な概念を理解するためのワークベンチ (2015)	2015
母語によるプログラミング教育 (2015)	2015
情報系高校における3Dプリンタを活用したフィジカルコンピューティング教育の実践 (2015)	2015
道聴塗説と同調圧力について考えさせるコンテンツ GODOUCHO（ご道聴，ご同調） (2015)	2015
情報セキュリティ教育教材の改善検討～自由記述アンケートの分析から～ (2015)	2015
ディジタルペン筆記における学習状況把握のための削除・被削除ストロークの検出 (2015)	2015
小中学生へのLEGOロボットのプログラミング体験イベントの運営方法の検討とゲーム課題の再構成 (2015)	2015
オブジェクト指向の入門的な開発スタイルを意識させる初級Javaプログラミングのグループ演習の構想 (2015)	2015
新たなビジネス価値を生み出す専門職育成の取り組み (2015)	2015
児童・生徒の保護者および社会人を対象とする情報安全リテラシー地域社会教育の実行可能性調査とその実践 (2015)	2015
Sweetie:学生計算機上で動作する協働作業に適した軽量Webエディタ環境 (2015)	2015
ビジュアルプログラミング対応版プロセス観察システムの開発と学習効果分析 (2015)	2015
参照に重点を置いたオブジェクト指向プログラミング入門教育の工夫 (2015)	2015
プログラミング教育のための多言語間プログラミング言語翻訳システム (2015)	2015
Eclipse視覚化プラグインによる総合的なプログラミング教育支援システム (2015)	2015
ボードゲーム戦略を題材としたJavaプログラミング演習における学生の取組み状況とアンケート結果の分析 (2015)	2015
初学者の協調プログラミングにおけるインタラクションの分析 (2015)	2015
"CSアンプラグド ""オロチの食事"" の提案と試行－プロセススケジューリングを学ぶ－ (2015)"	2015
高校教科「情報」に関するアンケート調査と分析 (2015)	2015
初学者向けプログラミング教育に関する意識調査 — GUIとCUIのどちらがよいか? — (2015)	2015
ボードゲーム戦略を題材としたJava演習の大会中の提出コードの行数と勝点度による個人進捗の視覚化 (2016)	2016
PBLフィードバック・ループ形成と学習人材の多様性（専門職大学院での社会人学び直し事業からの知見） (2016)	2016
次世代農業人材育成を事例とした反転学習用教材の開発と実践 (2016)	2016
小学校でのクラブ活動における Hour of Code の実践報告 (2016)	2016
「第3回・第4回大学情報入試全国模擬試験」の実施と評価 (2016)	2016
情報系専門学校におけるアクティブラーニングを導入した発想力育成教育の取組み (2016)	2016
作文行動の測定と分析:分析サーバの構築 (2016)	2016
高等学校芸術（美術）科における映像メディア表現教育の構造化 (2016)	2016
情報科教育におけるIoT学習環境の利用方法の検討 (2016)	2016
プログラミング教育の社会的意義　－初等教育の視点から考える－ (2016)	2016
過去問題をリソースとする知識ベースを活用した問題自動生成システムの開発と評価 (2016)	2016
The Leading Member-based Learning Technology Standard in Action to Improve Learning at Higher Educational Institutions: Overview and Two Hackathons (2016)	2016
イノベーション人材育成を志向したアクティブラーニング　～高専-技術科学大学との接続を意識しながら～ (2016)	2016
教員支援型クリッカー“tap4D”の開発 (2016)	2016
プログラミング初学者を対象としたオブジェクト指向プログラミング教育システムの提案 (2016)	2016
学習習熟度を用いたPBL向け自主学習支援システムの構築 (2016)	2016
プログラム機能の自動分析機能とプログラム概念の自動評価機能を持つScratch用プログラミング学習支援システムの開発 (2016)	2016
文系情報系学部に新来日編入学した留学生への日本事情と情報分野の導入教育 (2016)	2016
ウェアラブルカメラなどを用いた次世代農業人材育成の反転学習用コンテンツの開発 (2016)	2016
ソフトウェア開発技術者教育支援システムALECSSのためのプログラム点検用スクリプトの実装と評価  (2016)	2016
特別支援教育における書字学習支援アプリケーション ｢かける君(極)｣と連携する個別指導管理支援システムの実装と評価 (2016)	2016
CGMコミュニティ育成管理モデルの提案-プログラミングに関する問題解決支援サービスteratailのケーススタディ- (2016)	2016
プライベートクラウドのデスクトップとのリモート接続を想定した情報教育におけるiPad の教授者による活用 (2016)	2016
素材を用いた編集著作物の生成による著作権学習システム (2016)	2016
人工知能とロボットの社会における情報教育の役割 (2016)	2016
コーディングメトリクスを用いたブロック言語使用による構文エラー回避効果の計測 (2016)	2016
意味に着目させる漢字学習ソフト「熟語マニア」の試作 (2016)	2016
テスト理論に基づいた項目分析支援システムの開発と評価 (2016)	2016
第6回 Learning Analytics & Knowledge Conference (LAK16) 参加報告 (2016)	2016
学生の自主的な取り組みをベースとしたICT技術習得環境の構築の試みと課題事例の紹介 (2016)	2016
論理的文章作成における文章評価と編集操作との関係分析 (2016)	2016
オンラインで複数言語を扱うことができるプログラミング授業支援環境 (2016)	2016
自宅で行うオリジナル作品制作の学習効果と問題点～オンラインプログラミング学習環境を用いて～ (2017)	2017
ピクトグラミング - 人型ピクトグラムを用いたプログラミング学習環境 - (2017)	2017
高等学校専門教科の情報関係基礎科目の目標と内容 (2017)	2017
Computational Thinkingの測定手法の探究：Bebras Challenge vs 実プログラミング (2017)	2017
オンラインプログラミング環境Bit Arrowを用いたC言語プログラミングの授業実践 (2017)	2017
プログラミングの算数数学教育での効果と検証－生徒の創作したScratchプログラム教材を授業で活かす－ (2017)	2017
大学1年次コンピュータリテラシ科目でのアセンブリ言語プログラミング体験 (2017)	2017
小学生からのプログラミング教育 (2017)	2017
「情報科」大学入学者選抜におけるCBTシステムの研究開発 (2017)	2017
小・中学生を対象にしたプログラミング学習を支援するアプリケーション開発プロジェクト (2017)	2017
DNCLのWeb上での実行環境の開発 (2017)	2017
シラバスに基づくWebページの表示手法 (2017)	2017
ラーニング・アナリティクスの動向-第7回Learning Analytics & Knowledge Conference (LAK'17)参加報告- (2017)	2017
Webブラウザを通した学習活動のまとめ支援を目的としたダッシュボードの開発研究 - IMS CaliperとOpenLRSによる実装- (2017)	2017
小学校でプログラミングを通して論理的思考を育む - 「ルビィのぼうけん」実践プロジェクト (2017)	2017
実行テスト系列を取り入れた小コンテスト形式の初級Cプログラミング演習における段階的実装を誘導する得点ルール (2017)	2017
小学校音楽科の音楽づくりの内容における，プログラミング教育導入の試み (2017)	2017
BYOD化を意識した，普通講義室授業のディジタル化への試み (2017)	2017
実践的プログラミング教育の支援環境における活動履歴を用いた活動パターン抽出の試み (2017)	2017
理解度向上と学習方略の改善を促す振り返り支援システムの提案・開発 (2017)	2017
Raspberry Piを使った情報工学科の学部学生向けの英語の授業とその改善 (2017)	2017
プログラミング教育における教室内の空気の調査 (2017)	2017
シームレス性と文脈依存性を重視した視覚化機能を持つEclipseプラグインによるプログラミング学習支援システム (2017)	2017
留学生のための情報倫理教育―異文化間の規範意識を超えて― (2017)	2017
熟練農業者の技能を伝承する教育学習支援環境の開発及び導入事例研究 (2017)	2017
Trends and Outcomes of the Innovative Physical Learning Spaces: an International Comparative Approach (2017)	2017
プログラミング学習支援環境Bit Arrowの教員支援機能の設計と試作 (2017)	2017
プログラミング教育のためのロボット教材 (2017)	2017
プログラミング能力の発達段階と要因に関する定量的分析 (2017)	2017
高等学校芸術（美術）科・映像メディア表現教育の体系的なカリキュラム構築 -ナンバリングとコースツリーを取り入れた指導計画の提案- (2017)	2017
教科内で「プログラミングで学ぶ」教材案の紹介と作成デモ (2017)	2017
工学系大学生のPCおよびスマートフォンの使用に関する3年間の調査 (2017)	2017
技能を伝承するための教育から見たチーム学習あるいはグループ学習によるアクティブ・ラーニング (2017)	2017
ジグソー学習法を取り入れた情報コンプライアンス教育の実践と効果 (2017)	2017
タブレット型CALLシステムの開発・運用 (2017)	2017
ドリトルでのデータ処理機能とグラフ描画機能の開発 (2017)	2017
Moodleコースログとピボットテーブルのデータ統合による教材閲覧履歴の可視化 (2017)	2017
Processing Web IDEにおける無限ループの検出と分析 (2017)	2017
大人数講義における情報倫理ジレンマ教材の活用法について (2017)	2017
数値データの3D立体視化の実践とeラーニングにおける活用の可能性 (2017)	2017
幼児・初等教育におけるICTを活用したキャリア教育の成果と課題 (2017)	2017
人感センサ付きWebカメラで撮影された農作業の自動判別システムの開発と評価 (2017)	2017
文字を視覚と触覚から学習するためのハイブリッド教材の提案 (2017)	2017
プログラミング穴埋め問題における穴抜きの難易度と学生の解答過程のクラスタ分析 (2018)	2018
コンピュータ適応型テストを利用した大学 1 年生のMS-Office 操作スキルの実態調査 (2018)	2018
教育現場での利用を想定した電子投票システムの開発 (2018)	2018
