title	year
ゲームメカニクスとインストラクショナルデザインによるクエスト授業支援のフレームワーク (2018)	2018
作文行動の記録・分析ツールを用いた就職活動のための自己紹介書の作成支援方法の提案 (2018)	2018
初学者向けプログラミング学習のための初等アルゴリズム視覚化システム (2018)	2018
デジタル教材の多言語化に関する諸問題 (2018)	2018
WaPEN. . . DNCLのWebブラウザ上の実行環境におけるフローチャートなどの実装 (2018)	2018
一般情報教育におけるプログラミングのスキルの習得度とプログラミングの考え方の理解度の関係に関する検討 (2018)	2018
小学校音楽科の，音楽づくりの内容におけるプログラミング教育の実践〜日本の音楽に親しむ学習を通して〜 (2018)	2018
パケットキャプチャ演習が通信の仕組みの理解にもたらす効果 (2018)	2018
研究データ管理オンライン講座の開発と受講者特性の分析 (2018)	2018
プログラミン教育に対する小学校員の プログラミン教育に対する小学校員の プログラミン教育に対する小学校員の意識 (2018)	2018
プログラミング学習における構文図式を用いた構文理解支援方法の提案 (2018)	2018
オンライン版ドリトルを用いたデータ分析学習環境の開発 (2018)	2018
FF 外から失礼します．工学系大学生の考える SNS マナー (2018)	2018
情報セキュリティの導入教育を目的とした出題型ハッキング競技 CTF の試行実践における解答ログからの問題の特性分析 (2018)	2018
データ構造を可視化するAndroidアプリの作成とその実践 (2018)	2018
三重大学におけるノートパソコン必携制度（BYOD）導入の報告と分析 (2018)	2018
LMSコースの特徴づけ (2018)	2018
CAS ガイドラインに基づく小学校プログラミング教材の提案：mBot ロボットとアルゴリズム学習用ツールキットの活用 (2018)	2018
３年間に渡る Raspberry Pi を使った情報工学科の学部学生向けの英語の授業とその改善 (2018)	2018
教師業務ルール分析に基づく対話型ロボットを用いた発音練習の 実装と評価 (2018)	2018
できごと、手順、プログラムや地理の並べ替え操作の測定と分析 (2018)	2018
思考力・判断力・表現力を評価する試験問題の作成手順 (2018)	2018
Processing によるオブジェクト指向プログラミング入門教育の実践 (2018)	2018
HI 入出力機器と VR 素材を用いた操作式解答による マルチメディア学習システムと問題の試作 (2018)	2018
高校での「教えない」プログラミング教育の実践と評価 (2018)	2018
ドリトルによる「リズムの理解」を目的とした授業実践 (2018)	2018
コンピュータを使わないプログラミング及びプログラム実行環境の提案 (2018)	2018
プログラミング学習支援ツール pgtracer を自学習に活用したプログラミング科目の実践報告 (2018)	2018
プログラミング演習における構文要素の種類毎のビューによるコーディング状況把握方法の提案 (2018)	2018
Scratch で作成 した教材としてのトレインシミューター－速さの問題での算数数学授業実践例－ (2018)	2018
高校物理力学分野学習支援用RT教材の設計開発 (2018)	2018
初学者向けProcessingプログラミング環境におけるコード補完機能の導入と実践 (2018)	2018
小中学校のプログラミング教育の課題 (2018)	2018
高等学校夜間定時制での情報科授業実践報告 (2018)	2018
岡山大学におけるWebClassからMoodleへの学習管理システム移行 (2018)	2018
教員のためのプログラミング教室の実践報告 (2018)	2018
雲のむこう，LMS のはやさ (2019)	2019
双方向授業の実現に向けたリアルタイムコメントスクロールシステム (2019)	2019
Sumomo: ブロックチェーンを用いた教育用オンラインジャッジの提案 (2019)	2019
観測とUnityでつくるシミュレータから学ぶ「月の運動」プログラミング教育教材の開発 (2019)	2019
高等学校「情報 I 」の研修資料におけるプログラミングの言語の扱い (2019)	2019
天文学講演におけるアンケートの自由記述欄に対する計量テキスト分析 (2019)	2019
Puppy : ライブなコーディング入門環境 (2019)	2019
学習経済モデルに基づくブロックチェーンを利用した非集中型学習支援システムの構築 (2019)	2019
「情報科」大学入試実施のためのCBTシステムV2と試行試験 (2019)	2019
MS-Office操作スキルを測定するコンピュータ適応型テストの開発と評価 (2019)	2019
Jupyter Notebookを活用した情報教育実践 (2019)	2019
複数学科を対象としたコンピュータリテラシー教育の実践 (2019)	2019
授業での作品制作に特化した著作権教育について (2019)	2019
Ruby on Railsによるチーム開発の授業実践 (2019)	2019
4年間に渡るRaspberry Piを使った情報工学科の学部学生向けの英語の授業とその改善 (2019)	2019
Webブラウザ上のプログラミング学習環境WaPENの改良 (2019)	2019
CASガイドラインに基づく中学校・高校段階でのプログラミング教材の提案 (2019)	2019
オンラインプログラミング環境Bit ArrowにおけるPython処理系 (2019)	2019
音声UIでアクセスする学習分析システムの図表 (2019)	2019
スマホ世代の大学生を対象とした入力インタフェースの多角的な測定環境構築の提案 (2019)	2019
Diamond Mandala Matrixを用いたインストラクショナル・デザインによる多言語化された反転教材の開発実践 (2019)	2019
情報教育におけるロボット教材を活用したIoTシステム構築実習の授業実践報告 (2019)	2019
日本の音楽に親しむ学習の音楽づくりにおける，二つのプログラミング言語の活用と比較 (2019)	2019
穴埋め問題における誤答の分類を用いたプログラミング教育の改善提案 (2019)	2019
そして誰もいなくなる：学生に嫌がられる動画・音声資料 (2019)	2019
中学校技術・家庭におけるmicro:bitを活用したプログラミング教材開発 (2019)	2019
TCP/IPネットワークの理解を促進する無線パケットキャプチャ演習の開発と実践 (2019)	2019
プログラミング問題における多様な回答の可視化 (2019)	2019
パズルを利用したプログラミング思考過程の分析 (2019)	2019
入門プログラミング教育につづく科目案 (2019)	2019
"B分類でのプログラミング教育サイト(ビスケット）デモ～プログラミングと教科での経験学習""EXLIPS”の流れ～ (2019)"	2019
プログラミングの考え方を学ぶドリル教材の提案 (2019)	2019
小学生向けアンプラグド・プログラミング入門授業「ハンバーガー・ロボ」の提案と実践 (2019)	2019
情報セキュリティ演習環境サイバーレンジへのコンテナ型仮想化活用の提案 (2019)	2019
ブロックプログラミング環境を用いたプログラム入力補助機能の提案 (2019)	2019
10キープログラミング教材による地域ICTクラブの実践 (2019)	2019
情報のディジタル化の理解をめざす反転学習的アプローチの授業の設計 (2019)	2019
Scratchを用いた灯台シミュレーターでPISA型学力「数学的リテラシー」を育む (2019)	2019
文理融合系学部における履修モデル可視化システムの開発と評価 (2019)	2019
Cの学習経験を持つ高校生へのPythonの授業導入事例 (2019)	2019
情報教育におけるIoTシステム構築実習 支援用ロボット教材の開発 (2019)	2019
プログラミング教育における剰余演算子活用能力を高めるドリル型記述演習問題の導入 (2019)	2019
算数科の学習を支援する絵文字Mathema-pictoの提案と実践 (2019)	2019
複数言語に対応しやすいオンラインプログラミング学習・試験システム track (2019)	2019
デザインパターンとその基本構造を意識したプログラム視覚化システム (2019)	2019
Picthon（ピクソン）- Pictogrammingを用いたPython言語の学習環境の提案 - (2019)	2019
スマートスピーカーのアプリケーション開発を支援するプログラミング学習環境の開発 (2019)	2019
学習者経験に基づく高度ソフトウェア技術者教育プログラムの評価方法とその適用結果の評価 (2019)	2019
データサイエンス教育の題材としてのオープンデータ可視化Webアプリケーションの開発 (2019)	2019
汎用的能力評価のためのルーブリックとチェックリストの提案 (2019)	2019
人工知能が支援する遠隔協調学習システム(Intelligent edutab)の開発 (2019)	2019
各自演習時間を確保したリアルタイム配信型情報リテラシー授業の試み (2020)	2020
エンゲージメントヒートマップーMoodleログのデータマイニングによる学習傾向の可視化ー (2020)	2020
プログラム・コードの並べ替えパズルにおける正解との距離の変化 (2020)	2020
付箋紙の移動に着目したワークショップ映像分析システムの検討 (2020)	2020
track試験解答データから読み解くプログラミング言語選択の考察 (2020)	2020
学習・記憶のしくみの人間・コンピュータ間比較を通した社会科学系大学生向け情報教育実践 (2020)	2020
遠隔授業教務補佐員の実施内容と今後の遠隔授業について (2020)	2020
チャットボットと個別指導を併用した数学教育における理解困難箇所の学習支援の実践と評価 (2020)	2020
Processingによる初学者向けプログラミング教育の実践 (2020)	2020
他教科の学習を通じた 学習用プログラミングツールの開発と評価 (2020)	2020
Puppy による60分プログラミング体験コースの実践 (2020)	2020
空間認識能力を鍛えるためのタブレットアプリケーション (2020)	2020
MS-Office操作スキルを対象とした適応型学習のための AIドリル教材の開発と評価 (2020)	2020
デジタルDiamond Mandala Matrixを用いた宇宙における農業を題材とする協調学習型オンライン授業の実践例と分析 (2020)	2020
Webブラウザ上のプログラミング学習環境PyPENの改良 (2020)	2020
リアルタイム対戦型陣取りゲーム題材としたプログラミング教材の開発と教育効果 (2020)	2020
Webブラウザ上でのプログラミング問題の生成システムの開発 (2020)	2020
ログファイルとGitリポジトリを用いたRuby on Railsの初学者の躓き要因の分析 (2020)	2020
Diamond Mandala Matrix（DMM）を用いた協調学習型オンライン授業の設計と実践 (2020)	2020
マイクロマウスシミュレータを用いたプログラミング学習教材の試作 (2020)	2020
小学校低学年からを対象としたプログラミングの基本処理を身に付ける教材及びアプリの開発 (2020)	2020
学習ログとブロックチェーンによる多角的なプログラミング・スキルの証明書 (2020)	2020
小中学校の生徒と教員を対象とするオンライン・プログラミング講座 (2020)	2020
専門家による学校における ICT 活用の遠隔支援 (2020)	2020
IoTプロトタイプ開発実習のオンライン化に向けた取り組み (2020)	2020
プログラミング教育を受ける小学生を対象とした論理的思考の育成手法 (2020)	2020
コロナ禍におけるPlayfulなオンライン・ワークショップの実践 (2020)	2020
AWS EducateおよびCYDER演習教材を活用した遠隔実習の実践報告 (2020)	2020
小学校を対象としたプログラミング教育支援の報告 (2020)	2020
大学学部学生対象のオンライン授業で実施した コンピュータサイエンスアンプラグドと オンラインに対応した試験問題の工夫 (2020)	2020
計測データのクラウド保存と分析が可能なIoT学習教材の提案 (2020)	2020
オブジェクトの継承関係を利用したスマートスピーカーの応答定義 (2020)	2020
高等学校におけるデータサイエンス教育の カリキュラム開発と実践、評価基準の作成 (2020)	2020
ピクっと (2020)	2020
情報教育 金沢小版「ミライ」の取り組みについて - C分類をベースにした学びの構築 - (2020)	2020
必携パソコンの5年間 ～教員・学生アンケートの結果から (2020)	2020
オンライン演習下における自由記述感想文からの学習意欲の推論モデル (2020)	2020
遠隔授業による大学初年次教育と上級科目のグループワーク演習実践報告 (2020)	2020
オンライン形式でのコンピュータリテラシー教育における教育支援職員の役割についての一考察 (2020)	2020
武蔵野大学におけるオンライン授業を支援するヘルプデスクの取り組みと運用データに基づく評価 － BYODからオンライン授業支援への拡張 － (2020)	2020
国際協働によるオンラインASEAN研修実践 - コロナ禍における国際交流に関する学修機会の確保にむけて - (2021)	2021
Slackを用いたプログラミング学習者のつまずきの検出支援 (2021)	2021
アンケートフォーム型オンラインテストでの割り当て活用法とその改良版 (2021)	2021
遠隔講義が与えるプログラミング教育への影響の分析 (2021)	2021
プログラミングにおけるログとつまずきの相関－Slackのサポート履歴を利用した「15分ルール」の妥当性分析 (2021)	2021
抽象構文木プログラムの編集，実行，代書 (2021)	2021
カメラを用いた小学校体育授業における投げ動作の分析支援システムの提案 (2021)	2021
認知過程に考慮し，並び替えを目指す高校情報科のアルゴリズムプログラミング教育の開発と実践 (2021)	2021
言語学習を対象とした自学自習システムの研究 ～システム開発に関する研究成果～ (2021)	2021
LTEモデルのChromebookを利用した普通教室における教科「情報」の授業実践報告 (2021)	2021
情報技術系演習における学習行動履歴収集簡易化プラットフォームの提案 (2021)	2021
ソーシャルメディアでの情報受発信を考えるシミュレーター教材の開発 (2021)	2021
授業外学習における学習計画と学習状況の客観的な把握を促す振り返り支援機能の開発と評価 (2021)	2021
初年度情報リテラシー教育のオンライン授業における受講環境と疲労の調査 (2021)	2021
小学校・中学校・高等学校間の接続を考慮したプログラミングの授業の提案 (2021)	2021
大学入試センター試験「情報関係基礎」の問題分類と高等学校共通教科情報科との対応 (2021)	2021
オンライン授業に適したビデオ会議システムインターフェースの提案 (2021)	2021
Python実行サーバを必要としないオンラインプログラミング環境の開発 (2021)	2021
「ゆっくり解説」手法を用いたオンライン授業コンテンツ作成に係る考察 (2021)	2021
高等学校共通教科情報科の知識体系に関する一考察 (2021)	2021
データ構造とアルゴリズムのハイフレックス講義とその評価 (2021)	2021
DNCL2（仮称）の学習環境の実装に関する考察 (2021)	2021
コンテナ仮想化技術によるSDN演習システムの提案 (2021)	2021
FPGA を用いた論理回路設計実験を遠隔化した結果に関する報告 (2021)	2021
プログラミング教育における反転授業の実施 (2021)	2021
晴眼盲弱を区別しない，PCを使わないmicro:bitプログラミング環境の提案 (2021)	2021
デジタルDiamond Mandala Matrixを用いたオンライン授業「宇宙における農業」の実践の分析 (2021)	2021
インタビューに基づくプログラミングパズルの操作と思考過程の傾向分析 (2021)	2021
擬似コードから考える自然言語を活かしたプログラミング言語 (2021)	2021
XTetraの開発と授業実践による評価 (2021)	2021
スマートフォンの内蔵センサを用いたデータ分析教材の提案 (2021)	2021
大学入学共通テスト「情報」サンプル問題を踏まえた情報Ⅰの教科書におけるプログラミング分野の比較 (2021)	2021
Diamond Mandala Matrix (DMM）を用いた多言語協調型オンライン授業の設計と実践 (2021)	2021
英国・韓国・ニュージーランドと日本の初等中等教育におけるコンピュータサイエンス教育の導入経緯の比較調査 (2021)	2021
大学向け・企業研修向け・教員向けのAI人材指向の人工知能のカリキュラム試案 (2021)	2021
Ruby on Railsの初学者の躓き要因とデバッグ難易度に関する分析 (2021)	2021
学習意欲の予測モデル構築の経験に基づく学校教育における教育AIの利活用に向けた考察 (2021)	2021
論理回路学習における初心者向けWBTシステム (2021)	2021
オンライン授業実施状況ダッシュボード (2021)	2021
AI面接を題材としたデータサイエンス導入教育の実践報告 (2021)	2021
探索，整列アルゴリズム学習支援教材の提案と評価 (2021)	2021
SNSを対象とした都道府県警察のサイバーパトロール支援システムについて (2021)	2021
AIが学習に失敗する例を用いた教材の提案 (2023)	2023
高等学校「情報Ⅰ」における「データの活用」と連携した「情報デザイン」授業 の提案 (2023)	2023
KOGI: ChatGPTをColabに統合したプログラミング演習支援 (2023)	2023
高等学校で重回帰分析を学習できる教材の提案 (2023)	2023
データをインタラクティブに操作できるデータサイエンス教育用ウェブ補助教材の開発 (2023)	2023
大学におけるデジタルDiamond Mandala Matrixを用いた農業経済学の専門知識を題材とする概念的学習型授業の実践と考察 (2023)	2023
DNCL （ディーエヌシーエール）ー どんなコードにもエールを（DonNa Code にも L を）ー (2023)	2023
英語とプログラミング言語の学習時の生体情報の差異分析について (2023)	2023
教科書需要数に基づく高等学校情報科の教育状況調査 (2023)	2023
新聞を活用した情報活用能力育成の取り組み−高校生のホームルーム活動を通して− (2023)	2023
生成AIに難しさ等を指示するための予測正答者数分布で設問の性質を表現できる設問難度推定法 (2023)	2023
生成AI・MANDALA・ICE アプローチを取り入れた主体的な協調型学習の提案 (2023)	2023
Scratchユーザのコンピュテーショナル・シンキング習熟順序把握に向けた作品ジャンルの特徴分析 (2023)	2023
情報関係の大学入試問題の分析とプログラミングをベースとした 対策 教材の開発 (2023)	2023
韓国の2022年改正「情報科」教育課程について (2023)	2023
ミューテーション法を応用した学習者プログラムの誤り箇所特定方法の考察 (2023)	2023
総和・最大値を計算するプログラム作成問題の足場かけとしてのParsonsパズル問題の作成と評価 (2023)	2023
大学入学共通テスト「情報Ⅰ」における「データの活用」の分野に則した授業の検討 (2023)	2023
地方自治体の青少年に向けたネットトラブル相談事業における生成系AI 利用時の課題の分析 (2023)	2023
情報Ⅰにおいて生徒が選択するプログラミング言語に影響している可能性がある項目に関する調査 (2023)	2023
公務員試験対策のための対話型生成AI の活用 (2023)	2023
円グラフと帯グラフの量的把握の比較検討 (2023)	2023
グループディスカッション不参加者に対するチャットボット教材の有効性 (2023)	2023
学生と共に教室を進化し続ける構築プロセスの実践と評価 (2023)	2023
一般情報教育のプログラミングの授業におけるキーボード入力スキルと成績の関係 (2023)	2023
プログラミングコースにおける評価の可能性診断のためのブロックベースのテキストプログラミング環境の必要性 (2023)	2023
IoTプログラミング実験に特化した統合開発環境の設計と実装 (2023)	2023
PC活動演習での有効活用を想定したWebベースの画面キャプチャツールの改善 (2023)	2023
スプレッドシートから自動生成されるプログラミング学習サイトの提案 (2023)	2023
学習者による書き出しを支援するSlackBotの開発と運用 (2023)	2023
ローマ字を段階的に練習できるキー入力練習システムの開発 (2023)	2023
初学者を対象としたTCP/IPの仕組みと重要性を体験的に学ぶシミュレータ教材の開発 (2023)	2023
対話AIの適切な活用法を学ぶための問題解決型の実習教材の提案～異文化レシピを教材として～ (2023)	2023
対話型生成AI を活用したTOEIC 試験対策の一手法 (2023)	2023
生成系AIのもとで文系学生にAIに関して教える実践 (2023)	2023
対話型生成AI を解答者とする作問学習による生徒の知識の活用力向上の試み (2023)	2023
フォールス・コンセンサスが一般情報教育の教育効果に及ぼす影響 (2023)	2023
工学系大学生のPCスキルに対する意識調査 (2023)	2023
情報科の入試問題に関する一考察 (2023)	2023
初学者向けC言語練習サイトの開発 (2023)	2023
前向きアプローチを志向したコンピュータ・サイエンス授業のデザイン活動 (2023)	2023
プログラミング学習における理解状況に応じた対話式誤り修正支援システムの提案 (2024)	2024
小学校初年次の学習における ビスケットプログラミングの活用 (2024)	2024
大学入試を中心とした情報分野の学力評価手法の検討 〜EMIU 情報模試 2024 夏の実施とその結果〜 (2024)	2024
生成 AI によるプログラミング教育のパラダイム転換と教育支援ツールに関する研究構想 (2024)	2024
ピクトグラム共有・評価システム「ピクトグラミーティング」の開発と評価 (2024)	2024
プログラミング言語ビスケットを用いた幼稚園児のプログラミングの操作の分析 (2024)	2024
情報Ⅰにおける生徒の主体的な学びを育むプログラミング教育の新しい枠組み (2024)	2024
テキスト型言語を使ったプログラミング教育の授業における 小学生が感じた楽しさと難しさの分析 (2024)	2024
非情報専攻学生の情報リテラシー科目における問題解決の計算機モデル構築による学習の予備的検討 (2024)	2024
小学生向けSTEAM教育のためのタンジブル環境とバーチャル環境のハイブリッドな創作・プログラミング学習環境のデザイン (2024)	2024
個人情報保護と学習データ分析を両立する合意形成モデルの構築に向けた実証実験の準備 (2024)	2024
未来を創る歴史教育としての情報教育：AI との共生を考える「歴史総合」の授業実践 (2024)	2024
対話型生成系AIを活用した作問学習支援手法の提案と高校生への実験的適用 (2024)	2024
拡張現実を用いて測定値をもとにモデル化する物理教材の開発と授業実践 －電位の概念の理解を促すモデルを例として－ (2024)	2024
TCP/IPの仕組みを体験的に学ぶシミュレータ教材を活用した授業の提案 (2024)	2024
学習者の主観的な理解状況を考慮した苦手箇所把握支援手法の提案と評価 (2024)	2024
大学入学共通テスト「情報Ⅰ」における 「プログラミング」の分野に則した授業の検討 (2024)	2024
情報Ⅰ「データの活用」における複数校による授業実践に基づいた評価基準の提案 (2024)	2024
外国語大学のデジタルリテラシーの科目としてのAI実習～ブロック型言語ツール Neural Network Consoleの利用～ (2024)	2024
Path Contextを用いたプログラム部分点の算出方式とその評価 (2024)	2024
間主観的な評価における適応型自己評価に関する研究のグランドデザイン (2024)	2024
高校と高専の連携によるアクティブラーニングを取り入れた情報セキュリティ教育 (2024)	2024
過去・現在・未来の「学び」の関連性可視化手法の提案と試作 (2024)	2024
大学進学率に着目した情報科の開講率に関する一考察 (2024)	2024
グループ発表を対象とした学生相互評価の妥当性に影響する要因の分析 (2024)	2024
文書ファイルを対象にした授業課題における事前確認システムの開発 (2024)	2024
AR教材とVR教材, 映像教材の比較検討 - 高等学校数学A空間図形を例として - (2024)	2024
AIの学びに対する興味を喚起するための副教材を用いた授業実践 (2024)	2024
1990年代の大学情報入試の動きについて (2024)	2024
スライド生成AIを用いた講義資料作成支援システムの提案 (2024)	2024
大学の一般情報処理教育におけるAIに関する教育実践 (2024)	2024
生成系AIを利用した小学生向けの個別学習支援システムの検討と実装 (2024)	2024
SSSの歴史‐初回SSS99の開催から25 年 (2024)	2024
生成系AIを活用した対話型学習支援システムの開発 (2024)	2024
Pythonプログラミング教育のための視覚化システム (2024)	2024
デジタル Diamond Mandala Matrix を取り入れた学生の深いアプローチを促す授業のデザインと実践 (2024)	2024
ICEモデルに基づき設計した大学での反転授業におけるdigital Mandalaを用いた実践と分析 (2024)	2024
情報系学部・学科を目指す入学希望者のための進路選択支援システムの設計~アドミッションポリシー分析結果の利活用~ (2024)	2024
ダンスを取り入れたプログラミング学習支援システムの提案 (2024)	2024
パズルを用いた高校生向けの量子人材育成教材の提案 (2024)	2024
ポインタ移動やクリックなどの複数の操作に対応したマウス練習システムの開発 (2024)	2024
LLMを用いた誤答へのフィードバック自動生成手法の検討 (2024)	2024
反転型プログラミング演習でどのように動画教材が使われているのか？：動画活用状況と視聴スタイル分析の試み (2024)	2024
大学生における「データ分析」のイメージ―テキストマイニングを用いた分析― (2024)	2024
AI技術を用いた模擬授業振り返り支援システムの検討 (2024)	2024
情報Ⅰの模擬反転授業の事前学習におけるLAに向けた学習データの集計事例 (2024)	2024
大学初年次生のAI不安とデータサイエンス教育への影響 (2024)	2024
プログラミング教育での生産的失敗を実現する生成AI活用の検討 (2024)	2024
eラーニングの成功へ影響を与える要因に関するネットワーク分析 (2024)	2024
作問学習で作成された問題の診断・評価およびフィードバックに対する対話型生成 AI の活用 (2024)	2024
対話的な操作で決定木の生成を支援する教材ツールの提案 (2024)	2024
生成AIを用いたDXリテラシー標準準拠スキルサーベイの構築と検証 (2024)	2024
なぜ学生のメールはあんなに丁寧なのか？ (2024)	2024
小中学校プログラミング教育のデータ分析を行うShinyアプリケーション (2024)	2024
LED を活用したオブジェクト指向プログラミング教育の提案 (2024)	2024
授業動画におけるカオアリとカオナシの比較〜コロナ後の学生を対象に〜 (2024)	2024
情報プレースメントテストのための生成 AI による情報科全教科書用語リストを用いた設問作成の試み (2024)	2024
全国高等学校情報科調査に基づく生成AIへの期待・懸念と導入意向の教員と生徒の比較 (2025)	2025
高校生年代における生成 AI を利用する人とそうでない人のモチベーションの違いについての分析 (2025)	2025
ペアピクトグラミングの提案 (2025)	2025
オンラインでのリカレント・リスキリング研修における効果的な教育評価手法の検討 (2025)	2025
創造的思考を育む教育情報デザイン：「ゲーム 35」の導入と効果の検証 (2025)	2025
過去の自分と戦うタイピングゲームによるプログラミング学習の基礎的支援 (2025)	2025
コンピュータサイエンス教育発，ゲーム開発者人材育成経由，ダイバーシティ行き (2025)	2025
LiDAR による人流計測を用いたグループ演習支援手法の提案 (2025)	2025
クリティカルシンキングを活用したフィッシング対策教材の開発 (2025)	2025
過去・現在・未来の「学び」の関連性可視化システムの開発と評価 (2025)	2025
映像フィードバックと生成 AI を活用した野球打撃支援プラットフォームの提案 (2025)	2025
2026 年度版「情報Ⅰ」の索引用語の調査 ―2022 年度版からの変化― (2025)	2025
プログラムの動作理解を支援するVRコンテンツの開発 (2025)	2025
プログラミング同型問題への取り組みにおける学生の学習行動の分析 (2025)	2025
「情報 I」実施前後の社会的言説の傾向と大学新入生の意識の変化 (2025)	2025
RAGを用いた情報関連科目の類似問題自動生成システムの開発 (2025)	2025
高等学校教育における探索的データ分析教材の開発 ?WebAPI を活用したデータ収集による教材設計? (2025)	2025
生成 AI は批判的思考力を育成するディベート相手となり得るのか (2025)	2025
スマホでレポート書くのはどんな感じ？ (2025)	2025
Moodle のデータ可視化を容易にするプラグイン開発の検討 (2025)	2025
大学生の学びにおける生成AI利活用実態の類型化と自己効力感の二面性 ー 質・量2軸モデルによる分析 ー (2025)	2025
プログラミング学習における理解状況把握のための変数値確認問題の提案 (2025)	2025
ICEモデルに基づき設計した大学での反転授業のDigital Mandalaによる実践と転移把握のためのBERTのファインチューニング (2025)	2025
ペアプログラミングにおける課題達成度に注目した「つまずき」解決過程の分析 (2025)	2025
「愛想が良い」とは： 人と AI の面接場面における行動指標の比較検討 (2025)	2025
人と AI の協働による地域銘菓リブランディング：岡山県笠岡市「かぶとがにまんじゅう」の商品開発とパッケージデザイン (2025)	2025
学習者主体の学びとICT活用が算数・数学の学力に与える影響： 小中学校における学力調査と質問紙調査の分析 (2025)	2025
生成 AI を活用した大学入試プログラミング問題の要素・構造と難易度の分析の試み (2025)	2025
Prompts First で始めたプログラミング教育の再構築 (2025)	2025
情報 I の教科書における 「情報デザイン」の記載内容の比較調査 (2025)	2025
PyPEN のカスタマイズ (2025)	2025
大規模言語モデルを用いたリモート会議フィードバックシステムの開発 (2025)	2025
一般情報教育に関する全国大学調査の結果概要 (2025)	2025
ルーブリック作成支援システムの開発 (2025)	2025
大学初年次生における情報分野の習熟度に関する調査 (2025)	2025
学生の AI 不安記述に現れる倫理的懸念の構造分析 (2025)	2025
大学教育における生成 AI と倫理的ジレンマ ―トロッコ問題を題材とした授業実践の検証― (2025)	2025
VR プラットフォームのリスク対策機能：教育利用における考察 (2025)	2025
ProtoSimの評価・改善を通じたインタラクティブ学習環境で自己学習を促す要素の分析 (2025)	2025
論理回路の設計を体験できるブラウザ学習教材の開発と実践 (2025)	2025
Vision Language Modelを用いたプログラミング課題の自動採点システムの設計と予備的評価 (2025)	2025
大学授業における生成 AI を活用した共創学習 (2025)	2025
心理測定尺度の結果を自動配信するシステムによる授業改善 (2025)	2025
作問学習における対話型生成 AI による自動診断の妥当性の検証 (2025)	2025
大人数授業における生成 AI を用いたリアルタイム意見把握支援システムの試作と評価 (2025)	2025
ハイパーピクトグラミング - ピクトグラムの作成を題材にしたWebページ作成技法の学習環境 - (2025)	2025
ChatGPTを利用したプログラミング教育における学習者とAIのインタラクション分析の試み (2025)	2025
生成 AI を用いた数学問題解法の限界 ～どんな問題が苦手か～ (2025)	2025
教員のキーボード操作開示が学習者に与える影響の基礎検討 (2025)	2025
インタラクティブウェブ教材におけるWebSocketを利用した簡易ランキング表示機能の実現 (2025)	2025
遠隔地とのリアルな対話を実現するための教室接続システムの検討 (2025)	2025
「じゃない方」のAI倫理：教育におけるAI活用のリスク・懸念を普遍的な倫理で考える (2025)	2025
メッセージとテクノロジー： 大学生を対象とした生成AI利用可能な作品コンテスト (2025)	2025
